group,event_label,event_code,epoch_index,event_sample,event_time_s,channel,is_bad,band,power,db
Major,34011,1,3,872896,426.219,PZ,no,alpha,2.442354e-11,-106.122
Major,34011,1,3,872896,426.219,PZ,no,beta,4.622402e-13,-123.349
Major,34011,1,3,872896,426.219,PZ,no,gamma,6.668778e-14,-131.745
Major,34011,1,3,872896,426.219,CP4,no,theta,6.016647e-13,-122.205
Major,34011,1,3,872896,426.219,CP4,no,alpha,6.628177e-12,-111.786
Major,34011,1,3,872896,426.219,CP4,no,beta,2.441933e-13,-126.119
Major,34011,1,3,872896,426.219,CP4,no,gamma,8.449198e-14,-130.720
Major,34011,1,3,872896,426.219,FZ,no,theta,3.006894e-12,-115.218
Major,34011,1,3,872896,426.219,FZ,no,alpha,5.358201e-12,-112.710
Major,34011,1,3,872896,426.219,FZ,no,beta,4.158513e-13,-123.808
Major,34011,1,3,872896,426.219,FZ,no,gamma,8.589170e-14,-130.649
Major,34011,1,3,872896,426.219,FP2,no,theta,2.057547e-12,-116.866
Major,34011,1,3,872896,426.219,FP2,no,alpha,7.505242e-12,-111.246
Major,34011,1,3,872896,426.219,FP2,no,beta,3.314328e-13,-124.793
Major,34011,1,3,872896,426.219,FP2,no,gamma,7.853303e-14,-131.037
Major,34011,1,3,872896,426.219,F4,no,theta,1.928966e-12,-117.146
Major,34011,1,3,872896,426.219,F4,no,alpha,3.839750e-12,-114.157
Major,34011,1,3,872896,426.219,F4,no,beta,3.435207e-13,-124.638
Major,34011,1,3,872896,426.219,F4,no,gamma,1.670564e-13,-127.766
Major,34011,1,3,872896,426.219,C4,no,theta,7.021611e-13,-121.534
Major,34011,1,3,872896,426.219,C4,no,alpha,1.819471e-12,-117.400
Major,34011,1,3,872896,426.219,C4,no,beta,2.352641e-13,-126.280
Major,34011,1,3,872896,426.219,C4,no,gamma,1.835243e-13,-127.358
Major,34011,1,3,872896,426.219,P4,no,theta,9.719439e-13,-120.123
Major,34011,1,3,872896,426.219,P4,no,alpha,1.672777e-11,-107.766
Major,34011,1,3,872896,426.219,P4,no,beta,4.165392e-13,-123.801
Major,34011,1,3,872896,426.219,P4,no,gamma,6.589324e-14,-131.797
Major,34011,1,3,872896,426.219,TP8,no,theta,1.047877e-12,-119.796
Major,34011,1,3,872896,426.219,TP8,no,alpha,2.023957e-12,-116.938
Major,34011,1,3,872896,426.219,TP8,no,beta,5.036877e-13,-122.976
Major,34011,1,3,872896,426.219,TP8,no,gamma,2.896409e-13,-125.378
Major,34011,1,3,872896,426.219,P8,no,theta,1.325159e-12,-118.777
Major,34011,1,3,872896,426.219,P8,no,alpha,4.464768e-12,-113.502
Major,34011,1,3,872896,426.219,P8,no,beta,5.404487e-13,-122.671
Major,34011,1,3,872896,426.219,P8,no,gamma,2.465137e-13,-126.078
Major,34011,1,3,872896,426.219,T8,no,theta,1.021776e-12,-119.906
Major,34011,1,3,872896,426.219,T8,no,alpha,2.097319e-12,-116.783
Major,34011,1,3,872896,426.219,T8,no,beta,4.129018e-13,-123.839
Major,34011,1,3,872896,426.219,T8,no,gamma,2.463445e-13,-126.081
Major,34011,1,3,872896,426.219,F8,no,theta,1.746159e-12,-117.579
Major,34011,1,3,872896,426.219,F8,no,alpha,4.939054e-12,-113.063
Major,34011,1,3,872896,426.219,F8,no,beta,5.978138e-13,-122.233
Major,34011,1,3,872896,426.219,F8,no,gamma,6.380939e-13,-121.950
Major,34011,1,3,872896,426.219,FP1,no,theta,1.482609e-12,-118.289
Major,34011,1,3,872896,426.219,FP1,no,alpha,7.846021e-12,-111.053
Major,34011,1,3,872896,426.219,FP1,no,beta,3.619446e-13,-124.411
Major,34011,1,3,872896,426.219,FP1,no,gamma,8.812598e-14,-130.538
Major,34011,1,3,872896,426.219,C3,no,theta,7.312335e-13,-121.358
Major,34011,1,3,872896,426.219,C3,no,alpha,1.627397e-12,-117.884
Major,34011,1,3,872896,426.219,C3,no,beta,2.300147e-13,-126.378
Major,34011,1,3,872896,426.219,C3,no,gamma,1.802993e-13,-127.435
Major,34011,1,3,872896,426.219,T7,no,theta,1.027422e-12,-119.882
Major,34011,1,3,872896,426.219,T7,no,alpha,2.088499e-12,-116.801
Major,34011,1,3,872896,426.219,T7,no,beta,5.683695e-13,-122.452
Major,34011,1,3,872896,426.219,T7,no,gamma,4.334762e-13,-123.628
Major,34011,1,3,872896,426.219,P3,no,theta,1.148226e-12,-119.399
Major,34011,1,3,872896,426.219,P3,no,alpha,2.020284e-11,-106.946
Major,34011,1,3,872896,426.219,P3,no,beta,5.028384e-13,-122.984
Major,34011,1,3,872896,426.219,P3,no,gamma,1.364568e-13,-128.643
Major,34011,1,3,872896,426.219,P7,no,theta,1.642389e-12,-117.845
Major,34011,1,3,872896,426.219,P7,no,alpha,3.189444e-12,-114.963
Major,34011,1,3,872896,426.219,P7,no,beta,3.528520e-13,-124.521
Major,34011,1,3,872896,426.219,P7,no,gamma,8.389302e-14,-130.751
Major,34011,1,3,872896,426.219,CP3,no,theta,6.498127e-13,-121.871
Major,34011,1,3,872896,426.219,CP3,no,alpha,6.623872e-12,-111.789
Major,34011,1,3,872896,426.219,CP3,no,beta,2.409107e-13,-126.177
Major,34011,1,3,872896,426.219,CP3,no,gamma,8.700921e-14,-130.593
Major,34011,1,3,872896,426.219,TP7,no,theta,1.138744e-12,-119.435
Major,34011,1,3,872896,426.219,TP7,no,alpha,1.531170e-12,-118.149
Major,34011,1,3,872896,426.219,TP7,no,beta,2.701652e-13,-125.680
Major,34011,1,3,872896,426.219,TP7,no,gamma,9.112594e-14,-130.393
Major,34011,1,3,872896,426.219,F3,no,theta,1.607995e-12,-117.937
Major,34011,1,3,872896,426.219,F3,no,alpha,4.563565e-12,-113.407
Major,34011,1,3,872896,426.219,F3,no,beta,4.677891e-13,-123.297
Major,34011,1,3,872896,426.219,F3,no,gamma,2.124158e-13,-126.724
Major,34011,1,3,872896,426.219,F7,no,theta,1.358889e-12,-118.667
Major,34011,1,3,872896,426.219,F7,no,alpha,5.725474e-12,-112.422
Major,34011,1,3,872896,426.219,F7,no,beta,3.051803e-13,-125.151
Major,34011,1,3,872896,426.219,F7,no,gamma,2.320765e-13,-126.340
Major,34011,1,3,872896,426.219,O2,no,theta,2.128762e-12,-116.718
Major,34011,1,3,872896,426.219,O2,no,alpha,5.380846e-12,-112.691
Major,34011,1,3,872896,426.219,O2,no,beta,5.245787e-13,-122.800
Major,34011,1,3,872896,426.219,O2,no,gamma,2.377749e-13,-126.234
Major,34011,1,3,872896,426.219,O1,no,theta,2.581021e-12,-115.882
Major,34011,1,3,872896,426.219,O1,no,alpha,6.130804e-12,-112.125
Major,34011,1,3,872896,426.219,O1,no,beta,1.313503e-12,-118.815
Major,34011,1,3,872896,426.219,O1,no,gamma,1.164125e-12,-119.339
Major,34011,1,3,872896,426.219,FC4,no,theta,1.944443e-12,-117.112
Major,34011,1,3,872896,426.219,FC4,no,alpha,1.442063e-12,-118.409
Major,34011,1,3,872896,426.219,FC4,no,beta,4.760753e-13,-123.221
Major,34011,1,3,872896,426.219,FC4,no,gamma,4.879578e-13,-123.114
Major,34011,1,3,872896,426.219,FT8,no,theta,1.276303e-12,-118.940
Major,34011,1,3,872896,426.219,FT8,no,alpha,2.828084e-12,-115.485
Major,34011,1,3,872896,426.219,FT8,no,beta,5.431982e-13,-122.649
Major,34011,1,3,872896,426.219,FT8,no,gamma,5.535812e-13,-122.566
Major,34011,1,3,872896,426.219,FC3,no,theta,9.334989e-13,-120.298
Major,34011,1,3,872896,426.219,FC3,no,alpha,2.214711e-12,-116.546
Major,34011,1,3,872896,426.219,FC3,no,beta,5.886275e-13,-122.300
Major,34011,1,3,872896,426.219,FC3,no,gamma,7.442789e-13,-121.281
Major,34011,1,3,872896,426.219,FT7,no,theta,1.208330e-12,-119.177
Major,34011,1,3,872896,426.219,FT7,no,alpha,3.642349e-12,-114.386
Major,34011,1,3,872896,426.219,FT7,no,beta,6.136147e-13,-122.119
Major,34011,1,3,872896,426.219,FT7,no,gamma,7.945314e-13,-120.998
Major,34011,1,3,872896,426.219,FPZ,no,theta,2.150055e-12,-116.675
Major,34011,1,3,872896,426.219,FPZ,no,alpha,8.018146e-12,-110.959
Major,34011,1,3,872896,426.219,FPZ,no,beta,3.705789e-13,-124.309
Major,34011,1,3,872896,426.219,FPZ,no,gamma,9.009365e-14,-130.442
Major,34011,1,3,872896,426.219,OZ,no,theta,2.429218e-12,-116.145
Major,34011,1,3,872896,426.219,OZ,no,alpha,4.382880e-12,-113.582
Major,34011,1,3,872896,426.219,OZ,no,beta,6.074128e-13,-122.164
Major,34011,1,3,872896,426.219,OZ,no,gamma,3.194743e-13,-124.953
Major,34051,13,4,1035680,505.703,CZ,no,theta,1.603761e-12,-117.948
Major,34051,13,4,1035680,505.703,CZ,no,alpha,1.801811e-12,-117.442
Major,34051,13,4,1035680,505.703,CZ,no,beta,2.162317e-13,-126.646
Major,34051,13,4,1035680,505.703,CZ,no,gamma,6.942080e-14,-131.571
Major,34051,13,4,1035680,505.703,PZ,no,theta,1.768873e-12,-117.522
Major,34051,13,4,1035680,505.703,PZ,no,alpha,1.117482e-11,-109.518
Major,34051,13,4,1035680,505.703,PZ,no,beta,4.207171e-13,-123.758
Major,34051,13,4,1035680,505.703,PZ,no,gamma,6.437979e-14,-131.898
Major,34051,13,4,1035680,505.703,CP4,no,theta,9.471795e-13,-120.235
Major,34051,13,4,1035680,505.703,CP4,no,alpha,2.419161e-12,-116.163
Major,34051,13,4,1035680,505.703,CP4,no,beta,2.636091e-13,-125.787
Major,34051,13,4,1035680,505.703,CP4,no,gamma,1.118931e-13,-129.503
Major,34051,13,4,1035680,505.703,FZ,no,theta,5.183382e-12,-112.854
Major,34051,13,4,1035680,505.703,FZ,no,alpha,2.836003e-12,-115.473
Major,34051,13,4,1035680,505.703,FZ,no,beta,5.971063e-13,-122.238
Major,34051,13,4,1035680,505.703,FZ,no,gamma,1.000090e-13,-129.990
Major,34051,13,4,1035680,505.703,FP2,no,theta,7.780215e-12,-111.090
Major,34051,13,4,1035680,505.703,FP2,no,alpha,3.710772e-12,-114.305
Major,34051,13,4,1035680,505.703,FP2,no,beta,4.663267e-13,-123.311
Major,34051,13,4,1035680,505.703,FP2,no,gamma,1.058684e-13,-129.743
Major,34051,13,4,1035680,505.703,F4,no,theta,4.327941e-12,-113.637
Major,34051,13,4,1035680,505.703,F4,no,alpha,2.234247e-12,-116.508
Major,34051,13,4,1035680,505.703,F4,no,beta,6.401173e-13,-121.936
Major,34051,13,4,1035680,505.703,F4,no,gamma,2.960864e-13,-125.283
Major,34051,13,4,1035680,505.703,C4,no,theta,1.049343e-12,-119.790
Major,34051,13,4,1035680,505.703,C4,no,alpha,9.743361e-13,-120.112
Major,34051,13,4,1035680,505.703,C4,no,beta,4.387288e-13,-123.576
Major,34051,13,4,1035680,505.703,C4,no,gamma,3.747178e-13,-124.260
Major,34051,13,4,1035680,505.703,P4,no,theta,1.448920e-12,-118.389
Major,34051,13,4,1035680,505.703,P4,no,alpha,6.659622e-12,-111.765
Major,34051,13,4,1035680,505.703,P4,no,beta,3.771094e-13,-124.233
Major,34051,13,4,1035680,505.703,P4,no,gamma,6.801827e-14,-131.660
Major,34051,13,4,1035680,505.703,TP8,no,theta,2.017490e-12,-116.951
Major,34051,13,4,1035680,505.703,TP8,no,alpha,1.149395e-12,-119.394
Major,34051,13,4,1035680,505.703,TP8,no,beta,5.439242e-13,-122.643
Major,34051,13,4,1035680,505.703,TP8,no,gamma,3.092552e-13,-125.094
Major,34051,13,4,1035680,505.703,P8,no,theta,2.687736e-12,-115.706
Major,34051,13,4,1035680,505.703,P8,no,alpha,1.925951e-12,-117.153
Major,34051,13,4,1035680,505.703,P8,no,beta,5.312047e-13,-122.746
Major,34051,13,4,1035680,505.703,P8,no,gamma,2.741882e-13,-125.616
Major,34051,13,4,1035680,505.703,T8,no,theta,1.582812e-12,-118.005
Major,34051,13,4,1035680,505.703,T8,no,alpha,1.194586e-12,-119.227
Major,34051,13,4,1035680,505.703,T8,no,beta,5.074911e-13,-122.944
Major,34051,13,4,1035680,505.703,T8,no,gamma,3.953805e-13,-124.027
Major,34051,13,4,1035680,505.703,F8,no,theta,2.860794e-12,-115.435
Major,34051,13,4,1035680,505.703,F8,no,alpha,2.531149e-12,-115.966
Major,34051,13,4,1035680,505.703,F8,no,beta,1.092900e-12,-119.613
Major,34051,13,4,1035680,505.703,F8,no,gamma,1.293024e-12,-118.883
Major,34051,13,4,1035680,505.703,FP1,no,theta,5.990556e-12,-112.225
Major,34051,13,4,1035680,505.703,FP1,no,alpha,3.964937e-12,-114.017
Major,34051,13,4,1035680,505.703,FP1,no,beta,5.018468e-13,-122.992
Major,34051,13,4,1035680,505.703,FP1,no,gamma,1.191736e-13,-129.230
Major,34051,13,4,1035680,505.703,C3,no,theta,1.186701e-12,-119.256
Major,34051,13,4,1035680,505.703,C3,no,alpha,9.923128e-13,-120.033
Major,34051,13,4,1035680,505.703,C3,no,beta,3.356515e-13,-124.738
Major,34051,13,4,1035680,505.703,C3,no,gamma,2.464474e-13,-126.079
Major,34051,13,4,1035680,505.703,T7,no,theta,1.986122e-12,-117.019
Major,34051,13,4,1035680,505.703,T7,no,alpha,1.105249e-12,-119.565
Major,34051,13,4,1035680,505.703,T7,no,beta,7.800953e-13,-121.077
Major,34051,13,4,1035680,505.703,T7,no,gamma,6.188015e-13,-122.083
Major,34051,13,4,1035680,505.703,P3,no,theta,1.974436e-12,-117.045
Major,34051,13,4,1035680,505.703,P3,no,alpha,9.220256e-12,-110.352
Major,34051,13,4,1035680,505.703,P3,no,beta,3.813506e-13,-124.184
Major,34051,13,4,1035680,505.703,P3,no,gamma,9.780207e-14,-130.087
Major,34051,13,4,1035680,505.703,P7,no,theta,3.665754e-12,-114.358
Major,34051,13,4,1035680,505.703,P7,no,alpha,2.178964e-12,-116.617
Major,34051,13,4,1035680,505.703,P7,no,beta,3.732734e-13,-124.277
Major,34051,13,4,1035680,505.703,P7,no,gamma,9.477410e-14,-130.223
Major,34051,13,4,1035680,505.703,CP3,no,theta,1.397827e-12,-118.545
Major,34051,13,4,1035680,505.703,CP3,no,alpha,3.217416e-12,-114.925
Major,34051,13,4,1035680,505.703,CP3,no,beta,2.706358e-13,-125.673
Major,34051,13,4,1035680,505.703,CP3,no,gamma,1.238551e-13,-129.063
Major,34051,13,4,1035680,505.703,TP7,no,theta,2.742277e-12,-115.619
Major,34051,13,4,1035680,505.703,TP7,no,alpha,1.045430e-12,-119.806
Major,34051,13,4,1035680,505.703,TP7,no,beta,3.559803e-13,-124.483
Major,34051,13,4,1035680,505.703,TP7,no,gamma,1.588969e-13,-127.983
Major,34051,13,4,1035680,505.703,F3,no,theta,2.811251e-12,-115.511
Major,34051,13,4,1035680,505.703,F3,no,alpha,2.108855e-12,-116.759
Major,34051,13,4,1035680,505.703,F3,no,beta,6.967433e-13,-121.568
Major,34051,13,4,1035680,505.703,F3,no,gamma,2.240270e-13,-126.493
Major,34051,13,4,1035680,505.703,F7,no,theta,2.231585e-12,-116.513
Major,34051,13,4,1035680,505.703,F7,no,alpha,2.765220e-12,-115.582
Major,34051,13,4,1035680,505.703,F7,no,beta,5.385292e-13,-122.686
Major,34051,13,4,1035680,505.703,F7,no,gamma,3.228460e-13,-124.907
Major,34051,13,4,1035680,505.703,O2,no,theta,3.044043e-12,-115.165
Major,34051,13,4,1035680,505.703,O2,no,alpha,2.979739e-12,-115.258
Major,34051,13,4,1035680,505.703,O2,no,beta,7.157427e-13,-121.451
Major,34051,13,4,1035680,505.703,O2,no,gamma,4.465787e-13,-123.499
Major,34051,13,4,1035680,505.703,O1,no,theta,3.815347e-12,-114.184
Major,34051,13,4,1035680,505.703,O1,no,alpha,3.730494e-12,-114.282
Major,34051,13,4,1035680,505.703,O1,no,beta,8.178358e-13,-120.872
Major,34051,13,4,1035680,505.703,O1,no,gamma,4.391068e-13,-123.572
Major,34051,13,4,1035680,505.703,FC4,no,theta,2.663944e-12,-115.744
Major,34051,13,4,1035680,505.703,FC4,no,alpha,1.662599e-12,-117.792
Major,34051,13,4,1035680,505.703,FC4,no,beta,8.732079e-13,-120.588
Major,34051,13,4,1035680,505.703,FC4,no,gamma,1.058280e-12,-119.753
Major,34051,13,4,1035680,505.703,FT8,no,theta,1.594006e-12,-117.974
Major,34051,13,4,1035680,505.703,FT8,no,alpha,1.711899e-12,-117.665
Major,34051,13,4,1035680,505.703,FT8,no,beta,7.762614e-13,-121.099
Major,34051,13,4,1035680,505.703,FT8,no,gamma,1.158622e-12,-119.360
Major,34051,13,4,1035680,505.703,FC3,no,theta,1.272326e-12,-118.953
Major,34051,13,4,1035680,505.703,FC3,no,alpha,9.329767e-13,-120.300
Major,34051,13,4,1035680,505.703,FC3,no,beta,6.978050e-13,-121.561
Major,34051,13,4,1035680,505.703,FC3,no,gamma,6.459349e-13,-121.897
Major,34051,13,4,1035680,505.703,FT7,no,theta,1.907629e-12,-117.195
Major,34051,13,4,1035680,505.703,FT7,no,alpha,1.752696e-12,-117.562
Major,34051,13,4,1035680,505.703,FT7,no,beta,8.708037e-13,-120.600
Major,34051,13,4,1035680,505.703,FT7,no,gamma,8.956698e-13,-120.477
Major,34051,13,4,1035680,505.703,FPZ,no,theta,8.311027e-12,-110.803
Major,34051,13,4,1035680,505.703,FPZ,no,alpha,4.100446e-12,-113.871
Major,34051,13,4,1035680,505.703,FPZ,no,beta,4.438106e-13,-123.526
Major,34051,13,4,1035680,505.703,FPZ,no,gamma,1.055670e-13,-129.756
Major,34051,13,4,1035680,505.703,OZ,no,theta,3.567816e-12,-114.476
Major,34051,13,4,1035680,505.703,OZ,no,alpha,2.841665e-12,-115.464
Major,34051,13,4,1035680,505.703,OZ,no,beta,6.049394e-13,-122.181
Major,34051,13,4,1035680,505.703,OZ,no,gamma,2.929493e-13,-125.329
Minor,34032,8,0,67616,33.016,CZ,no,theta,1.125762e-12,-119.485
Minor,34032,8,0,67616,33.016,CZ,no,alpha,2.973912e-12,-115.266
Minor,34032,8,0,67616,33.016,CZ,no,beta,2.230326e-13,-126.512
Minor,34032,8,0,67616,33.016,CZ,no,gamma,1.167417e-13,-129.319
Minor,34032,8,0,67616,33.016,PZ,no,theta,1.481977e-12,-118.291
Minor,34032,8,0,67616,33.016,PZ,no,alpha,3.371752e-11,-104.721
Minor,34032,8,0,67616,33.016,PZ,no,beta,4.381293e-13,-123.582
Minor,34032,8,0,67616,33.016,PZ,no,gamma,1.332912e-13,-128.745
Minor,34032,8,0,67616,33.016,CP4,no,theta,7.005167e-13,-121.544
Minor,34032,8,0,67616,33.016,CP4,no,alpha,8.497539e-12,-110.707
Minor,34032,8,0,67616,33.016,CP4,no,beta,3.316210e-13,-124.791
Minor,34032,8,0,67616,33.016,CP4,no,gamma,1.392884e-13,-128.554
Minor,34032,8,0,67616,33.016,FZ,no,theta,3.265238e-12,-114.861
Minor,34032,8,0,67616,33.016,FZ,no,alpha,7.957176e-12,-110.992
Minor,34032,8,0,67616,33.016,FZ,no,beta,3.735018e-13,-124.274
Minor,34032,8,0,67616,33.016,FZ,no,gamma,1.188404e-13,-129.242
Minor,34032,8,0,67616,33.016,FP2,no,theta,1.464856e-12,-118.341
Minor,34032,8,0,67616,33.016,FP2,no,alpha,1.044664e-11,-109.810
Minor,34032,8,0,67616,33.016,FP2,no,beta,4.043471e-13,-123.930
Minor,34032,8,0,67616,33.016,FP2,no,gamma,2.411185e-13,-126.174
Minor,34032,8,0,67616,33.016,F4,no,theta,1.527567e-12,-118.159
Minor,34032,8,0,67616,33.016,F4,no,alpha,5.760704e-12,-112.395
Minor,34032,8,0,67616,33.016,F4,no,beta,3.889901e-13,-124.098
Minor,34032,8,0,67616,33.016,F4,no,gamma,1.604281e-13,-127.941
Minor,34032,8,0,67616,33.016,C4,no,theta,7.177380e-13,-121.439
Minor,34032,8,0,67616,33.016,C4,no,alpha,1.186185e-12,-119.258
Minor,34032,8,0,67616,33.016,C4,no,beta,3.000586e-13,-125.225
Minor,34032,8,0,67616,33.016,C4,no,gamma,2.381180e-13,-126.228
Minor,34032,8,0,67616,33.016,P4,no,theta,1.195138e-12,-119.225
Minor,34032,8,0,67616,33.016,P4,no,alpha,2.668508e-11,-105.737
Minor,34032,8,0,67616,33.016,P4,no,beta,5.277058e-13,-122.774
Minor,34032,8,0,67616,33.016,P4,no,gamma,1.185263e-13,-129.254
Minor,34032,8,0,67616,33.016,TP8,no,theta,1.481940e-12,-118.291
Minor,34032,8,0,67616,33.016,TP8,no,alpha,2.898439e-12,-115.378
Minor,34032,8,0,67616,33.016,TP8,no,beta,1.089560e-12,-119.627
Minor,34032,8,0,67616,33.016,TP8,no,gamma,6.669758e-13,-121.757
Minor,34032,8,0,67616,33.016,P8,no,theta,1.786950e-12,-117.478
Minor,34032,8,0,67616,33.016,P8,no,alpha,5.415721e-12,-112.663
Minor,34032,8,0,67616,33.016,P8,no,beta,1.137825e-12,-119.438
Minor,34032,8,0,67616,33.016,P8,no,gamma,6.147945e-13,-122.111
Minor,34032,8,0,67616,33.016,T8,no,theta,1.228810e-12,-119.104
Minor,34032,8,0,67616,33.016,T8,no,alpha,2.651838e-12,-115.764
Minor,34032,8,0,67616,33.016,T8,no,beta,6.293561e-13,-122.010
Minor,34032,8,0,67616,33.016,T8,no,gamma,5.411187e-13,-122.665
Minor,34032,8,0,67616,33.016,F8,no,theta,1.626899e-12,-117.886
Minor,34032,8,0,67616,33.016,F8,no,alpha,6.918025e-12,-111.600
Minor,34032,8,0,67616,33.016,F8,no,beta,6.959714e-13,-121.573
Minor,34032,8,0,67616,33.016,F8,no,gamma,4.906853e-13,-123.090
Minor,34032,8,0,67616,33.016,FP1,no,theta,1.946368e-12,-117.107
Minor,34032,8,0,67616,33.016,FP1,no,alpha,1.107877e-11,-109.555
Minor,34032,8,0,67616,33.016,FP1,no,beta,3.945574e-13,-124.036
Minor,34032,8,0,67616,33.016,FP1,no,gamma,3.171414e-13,-124.984
Minor,34032,8,0,67616,33.016,C3,no,theta,6.667118e-13,-121.759
Minor,34032,8,0,67616,33.016,C3,no,alpha,2.075681e-12,-116.828
Minor,34032,8,0,67616,33.016,C3,no,beta,2.941475e-13,-125.311
Minor,34032,8,0,67616,33.016,C3,no,gamma,2.316996e-13,-126.347
Minor,34032,8,0,67616,33.016,T7,no,theta,9.631743e-13,-120.162
Minor,34032,8,0,67616,33.016,T7,no,alpha,2.043768e-12,-116.895
Minor,34032,8,0,67616,33.016,T7,no,beta,6.721818e-13,-121.724
Minor,34032,8,0,67616,33.016,T7,no,gamma,5.765454e-13,-122.390
Minor,34032,8,0,67616,33.016,P3,no,theta,1.443789e-12,-118.404
Minor,34032,8,0,67616,33.016,P3,no,alpha,3.000408e-11,-105.228
Minor,34032,8,0,67616,33.016,P3,no,beta,5.549442e-13,-122.556
Minor,34032,8,0,67616,33.016,P3,no,gamma,2.729137e-13,-125.636
Minor,34032,8,0,67616,33.016,P7,no,theta,1.723141e-12,-117.636
Minor,34032,8,0,67616,33.016,P7,no,alpha,4.415892e-12,-113.550
Minor,34032,8,0,67616,33.016,P7,no,beta,4.555370e-13,-123.413
Minor,34032,8,0,67616,33.016,P7,no,gamma,1.828974e-13,-127.373
Minor,34032,8,0,67616,33.016,CP3,no,theta,7.456574e-13,-121.273
Minor,34032,8,0,67616,33.016,CP3,no,alpha,1.003505e-11,-109.985
Minor,34032,8,0,67616,33.016,CP3,no,beta,3.197385e-13,-124.949
Minor,34032,8,0,67616,33.016,CP3,no,gamma,1.473279e-13,-128.311
Minor,34032,8,0,67616,33.016,TP7,no,theta,1.167107e-12,-119.328
Minor,34032,8,0,67616,33.016,TP7,no,alpha,1.318817e-12,-118.797
Minor,34032,8,0,67616,33.016,TP7,no,beta,3.404080e-13,-124.677
Minor,34032,8,0,67616,33.016,TP7,no,gamma,1.558927e-13,-128.066
Minor,34032,8,0,67616,33.016,F3,no,theta,2.147720e-12,-116.680
Minor,34032,8,0,67616,33.016,F3,no,alpha,6.482575e-12,-111.882
Minor,34032,8,0,67616,33.016,F3,no,beta,5.212650e-13,-122.828
Minor,34032,8,0,67616,33.016,F3,no,gamma,2.729075e-13,-125.636
Minor,34032,8,0,67616,33.016,F7,no,theta,1.601513e-12,-117.954
Minor,34032,8,0,67616,33.016,F7,no,alpha,8.017254e-12,-110.960
Minor,34032,8,0,67616,33.016,F7,no,beta,5.638499e-13,-122.487
Minor,34032,8,0,67616,33.016,F7,no,gamma,6.214139e-13,-122.065
Minor,34032,8,0,67616,33.016,O2,no,theta,1.791576e-12,-117.467
Minor,34032,8,0,67616,33.016,O2,no,alpha,8.143030e-12,-110.892
Minor,34032,8,0,67616,33.016,O2,no,beta,7.369176e-13,-121.325
Minor,34032,8,0,67616,33.016,O2,no,gamma,4.803055e-13,-123.183
Minor,34032,8,0,67616,33.016,O1,no,theta,2.374979e-12,-116.243
Minor,34032,8,0,67616,33.016,O1,no,alpha,9.056136e-12,-110.430
Minor,34032,8,0,67616,33.016,O1,no,beta,2.084962e-12,-116.809
Minor,34032,8,0,67616,33.016,O1,no,gamma,2.324739e-12,-116.336
Minor,34032,8,0,67616,33.016,FC4,no,theta,1.726672e-12,-117.627
Minor,34032,8,0,67616,33.016,FC4,no,alpha,1.602660e-12,-117.951
Minor,34032,8,0,67616,33.016,FC4,no,beta,5.513598e-13,-122.584
Minor,34032,8,0,67616,33.016,FC4,no,gamma,4.369486e-13,-123.593
Minor,34032,8,0,67616,33.016,FT8,no,theta,1.202184e-12,-119.199
Minor,34032,8,0,67616,33.016,FT8,no,alpha,3.995621e-12,-113.984
Minor,34032,8,0,67616,33.016,FT8,no,beta,5.226391e-13,-122.816
Minor,34032,8,0,67616,33.016,FT8,no,gamma,5.097717e-13,-122.924
Minor,34032,8,0,67616,33.016,FC3,no,theta,1.071893e-12,-119.698
Minor,34032,8,0,67616,33.016,FC3,no,alpha,2.836878e-12,-115.471
Minor,34032,8,0,67616,33.016,FC3,no,beta,6.253604e-13,-122.037
Minor,34032,8,0,67616,33.016,FC3,no,gamma,6.938179e-13,-121.586
Minor,34032,8,0,67616,33.016,FT7,no,theta,1.058286e-12,-119.753
Minor,34032,8,0,67616,33.016,FT7,no,alpha,4.492296e-12,-113.475
Minor,34032,8,0,67616,33.016,FT7,no,beta,8.433712e-13,-120.739
Minor,34032,8,0,67616,33.016,FT7,no,gamma,8.288004e-13,-120.814
Minor,34032,8,0,67616,33.016,FPZ,no,theta,2.003470e-12,-116.982
Minor,34032,8,0,67616,33.016,FPZ,no,alpha,1.115343e-11,-109.526
Minor,34032,8,0,67616,33.016,FPZ,no,beta,3.584324e-13,-124.453
Minor,34032,8,0,67616,33.016,FPZ,no,gamma,2.514372e-13,-125.992
Minor,34032,8,0,67616,33.016,OZ,no,theta,2.164374e-12,-116.646
Minor,34032,8,0,67616,33.016,OZ,no,alpha,6.238366e-12,-112.049
Minor,34032,8,0,67616,33.016,OZ,no,beta,7.710570e-13,-121.128
Minor,34032,8,0,67616,33.016,OZ,no,gamma,5.503672e-13,-122.592
Minor,34012,2,1,432160,211.016,CZ,no,theta,9.244673e-13,-120.340
Minor,34012,2,1,432160,211.016,CZ,no,alpha,4.308513e-12,-113.657
Minor,34012,2,1,432160,211.016,CZ,no,beta,1.394760e-13,-128.548
Minor,34012,2,1,432160,211.016,CZ,no,gamma,4.763895e-14,-133.200
Minor,34012,2,1,432160,211.016,PZ,no,theta,9.482324e-13,-120.230
Minor,34012,2,1,432160,211.016,PZ,no,alpha,1.319441e-11,-108.796
Minor,34012,2,1,432160,211.016,PZ,no,beta,2.928731e-13,-125.330
Minor,34012,2,1,432160,211.016,PZ,no,gamma,7.243770e-14,-131.387
